d1,d2,d3,d4,covar_learning_rate,sigma,lambda,mu,MedianFitness,MedianNumFuncEvals,SuccessRate
0.0105352330487221,0.683184596011415,0.41572791095823,0.269293823651969,0.8415802849573083,6.35225822737355,463,52,9.408753924398739e-8,1.176484e6,1.0
0.722007035044953,0.826203396124765,0.865060867881402,0.040574778104201,0.9483010552567429,10.410134593363637,894,160,9.680556793333792e-8,4.470001e6,1.0
0.234511166810989,0.22967878668569,0.0170232888311148,0.939911616407335,0.8751766750216483,1.3263844764812425,80,5,9.85929058985683e-8,115041.0,0.8
0.582222495879978,0.425371977640316,0.666083506774157,0.432375163817778,0.9273333743819967,2.6074093397898865,703,62,9.366615424141793e-8,1.403892e6,1.0
0.917773128952831,0.0394430883228779,0.378494310472161,0.64521976178512,0.9776659693429246,0.6875683590938624,427,30,9.706519849049549e-8,1.000035e6,1.0
0.0323248727072496,0.220801217604894,0.207941996259615,0.0424471908691339,0.8448487309060874,1.2863320091883754,264,47,0.01003588872678125,4.282873e6,0.2
0.0362280309607741,0.495394874482881,0.968886245602043,0.0874548404291272,0.8454342046441161,3.320806436288561,994,158,0.0007323552180938278,4.378571e6,0.2
0.0828448586910963,0.0203374579176307,0.406024149931036,0.478818754677195,0.8524267288036644,0.6436613581130801,454,38,8.842970234168422e-8,669651.0,1.0
0.394129212405533,0.158711505542742,0.677599196505034,0.0965430021297652,0.89911938186083,1.0380505638872115,714,111,9.482496880958403e-8,2.331211e6,0.8
0.262439665801357,0.0308587676659226,0.98517065844615,0.489002738018753,0.8793659498702036,0.6674817591865909,1010,82,9.540970674238683e-8,1.994751e6,0.8
0.830056971664308,0.985486422409304,0.97709528530133,0.630461805033265,0.9645085457496462,18.045997131466635,1002,70,9.644713949069737e-8,2.658307e6,1.0
0.925215588731226,0.79502416754025,0.184450476663187,0.966231065600878,0.9787823383096839,9.347328414070981,241,13,8.84448379075033e-8,372828.0,1.0
0.449010559078306,0.951210321423132,0.116477793916129,0.866484733198304,0.9073515838617459,16.031225848610365,176,10,7.946071080035891e-8,146257.0,1.0
0.779294741965132,0.528305172417313,0.946172876664205,0.986586485112784,0.9568942112947698,3.7205659658625794,972,50,9.48185064803043e-8,1.832221e6,1.0
0.791159110968001,0.848197195299435,0.602186562340939,0.851790989859728,0.9586738666452002,11.231740045942109,642,37,9.258932730618275e-8,1.103599e6,1.0
0.924501438540174,0.943421247520018,0.512635075964499,0.224109543234808,0.9786752157810261,15.605695248533161,556,67,9.735679503044878e-8,2.342985e6,1.0
0.659723637778079,0.966353684101487,0.223779677178245,0.467360176867805,0.9389585456667118,16.892027373850304,279,24,7.687864184278e-8,387253.0,1.0
0.411423253947869,0.58455880726222,0.685556021410739,0.971702278972371,0.9017134880921803,4.5184497963310175,722,37,7.655377279025578e-8,833189.0,1.0
0.535544005223783,0.477627097751247,0.350428835464409,0.793158166343346,0.9203316007835675,3.1231431955532862,400,24,9.463782966456643e-8,433201.0,0.8
0.652685309300432,0.181243518540869,0.00446246562059969,0.70407860317966,0.9379027963950648,1.1220611564163396,68,5,8.232243357293812e-8,80649.0,0.6
0.736537685135845,0.353425629988778,0.974347201444907,0.263917760977056,0.9504806527703767,2.033713143342029,999,112,9.705396829807604e-8,3.452545e6,1.0
0.433683259148384,0.203081324457889,0.66473260005354,0.737854985095328,0.9050524888722575,1.2099661956963306,702,44,8.706368915769766e-8,949105.0,1.0
0.950725727145327,0.270431766548427,0.795149625380291,0.0115043974830769,0.9826088590717991,1.5268588834519372,827,160,0.08524582020300475,4.424451e6,0.0
0.769393770976458,0.0367953846300952,0.0620540540793445,0.286216133788694,0.9554090656464687,0.6813093159193124,124,14,7.792946910142184e-8,196417.0,1.0
0.898251323931618,0.422061029061442,0.18134022856364,0.993278351824265,0.9747376985897427,2.577761861786221,238,12,9.245325769435586e-8,324157.0,1.0
0.886618902079063,0.004842039385112,0.620423212070018,0.282394084850093,0.9729928353118594,0.6101186624025582,660,72,9.504689333199549e-8,2.428801e6,1.0
0.986031320575858,0.65456907394575,0.825432707220316,0.248403587830253,0.9879046980863787,5.754463785959016,856,99,0.03633594663539713,3.826321e6,0.0
0.188078936730744,0.664145245734835,0.989595719121862,0.848506900173379,0.8682118405096115,5.947974787991917,1014,58,8.755077948323835e-8,1.410475e6,1.0
0.979226376196602,0.672117104518693,0.0318312160635833,0.0349468198628165,0.9868839564294902,6.114020733721671,95,18,9.615553824305872e-8,362996.0,1.0
0.981833160015522,0.455206180709647,0.387249055849388,0.23733010785887,0.9872749740023283,2.8904171236298017,436,51,9.79511096256451e-8,2.072309e6,1.0
0.353868946584407,0.901739843626274,0.545678916090401,0.583703508860199,0.8930803419876611,13.513287474795924,588,43,7.993512439622008e-8,803797.0,1.0
0.79333653215901,0.0430468124663457,0.962258755624061,0.914361473529134,0.9590004798238515,0.6961798821071581,988,53,9.640245544395114e-8,2.012557e6,1.0
0.304407598298276,0.0675181940326001,0.99426579774241,0.916492240898078,0.8856611397447414,0.7575800708155404,1018,55,7.632885435208453e-8,1.389571e6,1.0
0.764643699658336,0.637164232726209,0.0279359732556622,0.396332039084518,0.9546965549487504,5.41873109284287,91,9,8.428894333046297e-8,162527.0,0.8
0.464547771627549,0.994774123257957,0.896590979513712,0.890022886027582,0.9096821657441323,18.63427220505201,925,51,8.740017763646092e-8,1.271876e6,1.0
0.151211132173194,0.855313254523789,0.0554146585043054,0.0467889968771487,0.862681669825979,11.511214116503865,117,21,9.930247071196118e-8,454546.0,0.8
0.322037450841162,0.385664045597659,0.423344801303465,0.210991874176543,0.8883056176261743,2.2732506229968465,470,58,8.66708772773665e-8,989821.0,1.0
0.700065455281874,0.556931230634218,0.46900931188371,0.0336571342893876,0.945009818292281,4.107221231490248,514,94,9.761377603199816e-8,1.973761e6,1.0
0.373176227633376,0.916097097995225,0.569538207841106,0.123594921332551,0.8959764341450064,14.20027965748505,611,90,9.342607002437117e-8,1.724854e6,1.0
0.00133728459244594,0.0467511678324081,0.600596736540319,0.246299109235406,0.8402005926888668,0.7051443040147602,641,74,9.481883222138749e-8,1.794801e6,1.0
0.39182748566498,0.678672307883389,0.041804820150137,0.171780385361053,0.898774122849747,6.254026429075818,104,14,3.986623843853804,3.560025e6,0.2
0.665478563036304,0.284848152635386,0.08398157016607,0.186352285525063,0.9398217844554456,1.6048094732364604,145,19,7.770686243017622e-8,240266.0,1.0
0.157471809678245,0.730643722888781,0.0675690319016576,0.282675365316682,0.8636207714517368,7.483708015506852,129,14,9.32803404776753e-8,204208.0,1.0
0.520483961799182,0.870542792156339,0.674228922708426,0.300072619956918,0.9180725942698773,12.132922921882262,711,75,9.09185428401293e-8,1.586242e6,1.0
0.45603205620544,0.472350056770956,0.0452893664559815,0.318975190049969,0.908404808430816,3.0667356059262483,107,11,8.85265621669812e-8,141562.0,0.8
0.94446177114849,0.972773179811193,0.525253269482637,0.540695703908568,0.9816692656722734,17.27074293894547,568,44,9.425178452860302e-8,1.812489e6,1.0
0.0480435141723137,0.912379785336088,0.936552333158907,0.679321559137898,0.847206527125847,14.019125654873058,963,64,7.233261201060596e-8,1.518652e6,1.0
0.525255781115266,0.80282710388652,0.997653138134629,0.48053825440933,0.9187883671672898,9.602667829036594,1022,84,9.154909404679172e-8,2.188103e6,1.0
0.00618868973455392,0.766549457296496,0.583971849721856,0.276898320760811,0.8409283034601831,8.471794963605527,625,69,9.563611825835797e-8,1.562501e6,1.0
0.946517426585779,0.420120288298931,0.837483088021399,0.42711490207701,0.9819776139878669,2.5605406968227444,868,77,4.9252348545768076e-5,3.525817e6,0.0
0.578375243276823,0.638122442084132,0.796846502022818,0.455041972270701,0.9267562864915234,5.436694297187195,829,71,9.487006735982929e-8,1.731782e6,1.0
0.728990707899211,0.262987325377762,0.280946592174005,0.816208024262451,0.9493486061848817,1.4881004172215657,334,20,8.990354199423723e-8,426853.0,1.0
0.0973771990241949,0.386522962831659,0.61177880106261,0.484992192056961,0.8546065798536292,2.280004449975565,651,54,8.723838670565956e-8,1.080661e6,1.0
0.176823473389959,0.0544091003236827,0.695758178180549,0.849300314813154,0.8665235210084938,0.7240439031150954,732,42,7.378776054846081e-8,953065.0,0.8
0.5146752229915,0.663719774429919,0.209666024734033,0.564188328030286,0.917201283448725,5.939240504626119,265,20,8.131644574056637e-8,294416.0,1.0
0.0752748112007976,0.598717733470257,0.041348774919752,0.826378568583168,0.8512912216801196,4.744908594015666,104,6,8.736296562564977e-8,163281.0,1.0
0.136496350265807,0.659666428876808,0.471658606238198,0.711639599045739,0.860474452539871,5.856671884511811,517,33,9.003722074017922e-8,632809.0,1.0
