d1,d2,d3,d4,lambda,mu,sigma,decompose_covar_prob,MedianFitness,MedianFitnessMagnitude,MedianNumFuncEvals,MedianTime,SuccessRate
0.0554722330067307,0.158568700868636,0.530282892426476,0.838040066929534,969,149,6.897902242659538,0.8396596662602387,104.7338001851758,2.0,2.344012e6,256.815706883,0.0
0.309868390811607,0.398181533999741,0.0891144551336765,0.781651807203889,5121,494,0.9044408316283928,0.7838352891318502,115.28703469442198,2.0,3.297925e6,256.275463281,0.0
0.594216382550076,0.57095510372892,0.63103289087303,0.514993533818051,9762,744,10.970262815532452,0.5198435984798705,116.4256700373203,2.0,3.885277e6,256.248700545,0.0
0.656087503954768,0.647643880266696,0.29414328718558,0.0979035360272974,10771,750,2.325079594831752,0.10692450066702441,120.41248857973534,2.0,4.08221e6,256.030982405,0.0
0.869196099322289,0.871648681582883,0.956419163336977,0.372225424135104,14249,794,49.08960946464315,0.378503169893753,118.4713891460498,2.0,4.531183e6,256.471083199,0.0
