

RunID,N,Sampler,Utilities,Mu,Lambda,NumFuncEvals,Time,Fitness
1,4,EigenCovarSampler,linear_utilities,3,7,1001,0.010481418,0.23241368591881817
1,4,EigenCovarSampler,linear_utilities,4,7,1001,0.010383382,1.9709298187463156
1,4,EigenCovarSampler,linear_utilities,1,16,1008,0.003571133,0.5676014321162994
1,4,EigenCovarSampler,linear_utilities,2,16,1008,0.003603088,0.5284644889095664
1,4,EigenCovarSampler,linear_utilities,3,16,1008,0.003580267,0.67636326053615
1,4,EigenCovarSampler,linear_utilities,6,16,1008,0.003899127,1.8011440269960797
1,4,EigenCovarSampler,linear_utilities,8,16,1008,0.017539348,2.819708488778504
1,4,EigenCovarSampler,linear_utilities,3,64,1024,0.003620996,0.7783878173473495
1,4,EigenCovarSampler,linear_utilities,6,64,1024,0.003518751,2.2665120269699854
1,4,EigenCovarSampler,linear_utilities,13,64,1024,0.003219408,1.8362484526085088
1,4,EigenCovarSampler,linear_utilities,26,64,1024,0.0033349,2.565660872864691
1,4,EigenCovarSampler,linear_utilities,32,64,1024,0.003477915,3.2009571502884944
1,4,CholeskyCovarSampler,linear_utilities,1,8,1000,0.006962537,1.1080080750616257
1,4,CholeskyCovarSampler,linear_utilities,1,8,1000,0.006526942,0.5340582620608971
1,4,CholeskyCovarSampler,linear_utilities,2,8,1000,0.006601938,3.007715361761343
1,4,CholeskyCovarSampler,linear_utilities,3,8,1000,0.006775376,1.6409317233513063
1,4,CholeskyCovarSampler,linear_utilities,4,8,1000,0.006881594,3.442060021017131
1,4,CholeskyCovarSampler,linear_utilities,1,7,1001,0.007174384,0.5068420903460225
1,4,CholeskyCovarSampler,linear_utilities,1,7,1001,0.022531916,1.2339596554551326
1,4,CholeskyCovarSampler,linear_utilities,1,7,1001,0.007249169,0.22977379279385504
1,4,CholeskyCovarSampler,linear_utilities,3,7,1001,0.007230705,3.0948862473559897
1,4,CholeskyCovarSampler,linear_utilities,4,7,1001,0.007295984,3.6533287076776086
1,4,CholeskyCovarSampler,linear_utilities,1,16,1008,0.004646941,3.7073835529949135
1,4,CholeskyCovarSampler,linear_utilities,2,16,1008,0.004946195,0.8553187251250328
1,4,CholeskyCovarSampler,linear_utilities,3,16,1008,0.004600508,1.7130703527050621
1,4,CholeskyCovarSampler,linear_utilities,6,16,1008,0.002551767,2.581348621361139
1,4,CholeskyCovarSampler,linear_utilities,8,16,1008,0.0045206,2.923620308717959
1,4,CholeskyCovarSampler,linear_utilities,3,64,1024,0.003051776,1.2715462467559622
1,4,CholeskyCovarSampler,linear_utilities,6,64,1024,0.003012376,1.6423637124436754
1,4,CholeskyCovarSampler,linear_utilities,13,64,1024,0.003007004,2.6971114826602696
1,4,CholeskyCovarSampler,linear_utilities,26,64,1024,0.003277564,2.578386843419717
1,4,CholeskyCovarSampler,linear_utilities,32,64,1024,0.022195842,2.694956746353663
1,4,EigenCovarSampler,log_utilities,1,8,1000,0.006103723,3.7210150059723217
1,4,EigenCovarSampler,log_utilities,1,8,1000,0.009126471,0.07868312224176202
1,4,EigenCovarSampler,log_utilities,2,8,1000,0.009626382,1.5775311698827554
1,4,EigenCovarSampler,log_utilities,3,8,1000,0.009444203,0.2593236131923726
1,4,EigenCovarSampler,log_utilities,4,8,1000,0.009440556,0.5092229854054261
1,4,EigenCovarSampler,log_utilities,1,7,1001,0.010712229,3.6987971007043723
1,4,EigenCovarSampler,log_utilities,1,7,1001,0.010547032,0.16655283016081096
1,4,EigenCovarSampler,log_utilities,1,7,1001,0.011032576,0.6721838320090074
1,4,EigenCovarSampler,log_utilities,3,7,1001,0.006378688,0.5864125430506517
1,4,EigenCovarSampler,log_utilities,4,7,1001,0.023186175,2.5968885369534567
1,4,EigenCovarSampler,log_utilities,1,16,1008,0.005973709,3.008536582156556
1,4,EigenCovarSampler,log_utilities,2,16,1008,0.005985121,0.11230955661422969
1,4,EigenCovarSampler,log_utilities,3,16,1008,0.005983729,0.6250709089788637
1,4,EigenCovarSampler,log_utilities,6,16,1008,0.005979361,1.8405414520205161
1,4,EigenCovarSampler,log_utilities,8,16,1008,0.005953303,1.1208742005447303
1,4,EigenCovarSampler,log_utilities,3,64,1024,0.003437033,0.762205132149825
1,4,EigenCovarSampler,log_utilities,6,64,1024,0.003781104,2.6505268600319285
1,4,EigenCovarSampler,log_utilities,13,64,1024,0.003512513,2.724842106073434
1,4,EigenCovarSampler,log_utilities,26,64,1024,0.003608651,2.1504202755654376
1,4,EigenCovarSampler,log_utilities,32,64,1024,0.003838651,2.5760716703015616
1,4,CholeskyCovarSampler,log_utilities,1,8,1000,0.006856212,0.4559025059465636
1,4,CholeskyCovarSampler,log_utilities,1,8,1000,0.021594551,0.07663156326351812
1,4,CholeskyCovarSampler,log_utilities,2,8,1000,0.006625824,0.20263524431713129
1,4,CholeskyCovarSampler,log_utilities,3,8,1000,0.006616129,0.20093094226854996
1,4,CholeskyCovarSampler,log_utilities,4,8,1000,0.006557882,0.5359336750318439
1,4,CholeskyCovarSampler,log_utilities,1,7,1001,0.00748228,1.3168339519810865
1,4,CholeskyCovarSampler,log_utilities,1,7,1001,0.007278041,3.158972489502358
1,4,CholeskyCovarSampler,log_utilities,1,7,1001,0.007175773,0.05293934522375622
1,4,CholeskyCovarSampler,log_utilities,3,7,1001,0.007144494,1.125947353159294
1,4,CholeskyCovarSampler,log_utilities,4,7,1001,0.007581506,0.7906664246947845
1,4,CholeskyCovarSampler,log_utilities,1,16,1008,0.004552596,0.25500180059886585
1,4,CholeskyCovarSampler,log_utilities,2,16,1008,0.00454504,2.209427305186999
1,4,CholeskyCovarSampler,log_utilities,3,16,1008,0.018371056,0.34342263305537185
1,4,CholeskyCovarSampler,log_utilities,6,16,1008,0.004534336,1.2689436252222974
1,4,CholeskyCovarSampler,log_utilities,8,16,1008,0.004512966,1.6897667304587145
1,4,CholeskyCovarSampler,log_utilities,3,64,1024,0.003095752,0.8240573572065875
1,4,CholeskyCovarSampler,log_utilities,6,64,1024,0.003193641,1.033964724451323
1,4,CholeskyCovarSampler,log_utilities,13,64,1024,0.003133116,1.4571866875583241
1,4,CholeskyCovarSampler,log_utilities,26,64,1024,0.002947176,3.230651824521772
1,4,CholeskyCovarSampler,log_utilities,32,64,1024,0.002826089,1.9090918527188725
1,4,EigenCovarSampler,linear_utilities,1,8,10000,0.086703902,0.0
1,4,EigenCovarSampler,linear_utilities,1,8,10000,0.074600638,0.0
1,4,EigenCovarSampler,linear_utilities,2,8,10000,0.0902294,2.588449845256445e-31
1,4,EigenCovarSampler,linear_utilities,3,8,10000,0.077982422,0.10288447961698166
1,4,EigenCovarSampler,linear_utilities,4,8,10000,0.081622312,0.014771938448049752
1,4,EigenCovarSampler,linear_utilities,1,7,10003,0.094366946,0.0
1,4,EigenCovarSampler,linear_utilities,1,7,10003,0.099264092,0.0
1,4,EigenCovarSampler,linear_utilities,1,7,10003,0.097616764,0.0
1,4,EigenCovarSampler,linear_utilities,3,7,10003,0.075920854,0.000638787958719848
1,4,EigenCovarSampler,linear_utilities,4,7,10003,0.093721819,2.244066731199559
1,4,EigenCovarSampler,linear_utilities,1,16,10000,0.057648306,0.0
1,4,EigenCovarSampler,linear_utilities,2,16,10000,0.053272258,0.0
1,4,EigenCovarSampler,linear_utilities,3,16,10000,0.056957288,0.0
1,4,EigenCovarSampler,linear_utilities,6,16,10000,0.046303875,0.1458385198701293
1,4,EigenCovarSampler,linear_utilities,8,16,10000,0.058294599,2.5592964422965823
1,4,EigenCovarSampler,linear_utilities,3,64,10048,0.038830699,1.1185904976038449e-11
1,4,EigenCovarSampler,linear_utilities,6,64,10048,0.040242386,0.043991874158426904
1,4,EigenCovarSampler,linear_utilities,13,64,10048,0.024438599,0.6226574181754188
1,4,EigenCovarSampler,linear_utilities,26,64,10048,0.041662609,3.518146365245168
1,4,EigenCovarSampler,linear_utilities,32,64,10048,0.024428363,2.375964431627609
1,4,CholeskyCovarSampler,linear_utilities,1,8,10000,0.056441636,2.588449845256445e-31
1,4,CholeskyCovarSampler,linear_utilities,1,8,10000,0.059035793,2.588449845256445e-31
1,4,CholeskyCovarSampler,linear_utilities,2,8,10000,0.05017219,1.3065508742723008e-30
1,4,CholeskyCovarSampler,linear_utilities,3,8,10000,0.06217784,3.7014286104300176
1,4,CholeskyCovarSampler,linear_utilities,4,8,10000,0.057194846,1.5999660401091615
1,4,CholeskyCovarSampler,linear_utilities,1,7,10003,0.058739316,0.0
1,4,CholeskyCovarSampler,linear_utilities,1,7,10003,0.06071097,2.588449845256445e-31
1,4,CholeskyCovarSampler,linear_utilities,1,7,10003,0.060196589,3.701428610430017
1,4,CholeskyCovarSampler,linear_utilities,3,7,10003,0.061115896,0.042194364515845406
1,4,CholeskyCovarSampler,linear_utilities,4,7,10003,0.063104662,0.24727695525014642
1,4,CholeskyCovarSampler,linear_utilities,1,16,10000,0.047259435,0.0
1,4,CholeskyCovarSampler,linear_utilities,2,16,10000,0.029035652,0.0
1,4,CholeskyCovarSampler,linear_utilities,3,16,10000,0.04081851,0.0
1,4,CholeskyCovarSampler,linear_utilities,6,16,10000,0.048788136,0.28295284505393176
1,4,CholeskyCovarSampler,linear_utilities,8,16,10000,0.042508087,2.8386343582189646
1,4,CholeskyCovarSampler,linear_utilities,3,64,10048,0.018398131,4.816350789648445e-17
1,4,CholeskyCovarSampler,linear_utilities,6,64,10048,0.033604788,0.03551630450997133
1,4,CholeskyCovarSampler,linear_utilities,13,64,10048,0.017619545,0.6359995232416251
1,4,CholeskyCovarSampler,linear_utilities,26,64,10048,0.038203343,2.2608402746847345
1,4,CholeskyCovarSampler,linear_utilities,32,64,10048,0.039729462,2.0220423949278907
1,4,EigenCovarSampler,log_utilities,1,8,10000,0.081348654,3.7014286104300167
1,4,EigenCovarSampler,log_utilities,1,8,10000,0.084173827,0.0
1,4,EigenCovarSampler,log_utilities,2,8,10000,0.092879942,0.0
1,4,EigenCovarSampler,log_utilities,3,8,10000,0.086198958,3.460141145525663e-28
1,4,EigenCovarSampler,log_utilities,4,8,10000,0.092301476,0.0
1,4,EigenCovarSampler,log_utilities,1,7,10003,0.096479848,2.588449845256445e-31
1,4,EigenCovarSampler,log_utilities,1,7,10003,0.086354201,2.588449845256445e-31
1,4,EigenCovarSampler,log_utilities,1,7,10003,0.104211437,2.588449845256445e-31
1,4,EigenCovarSampler,log_utilities,3,7,10003,0.075655964,2.588449845256445e-31
1,4,EigenCovarSampler,log_utilities,4,7,10003,0.086616908,4.44966854351227e-30
1,4,EigenCovarSampler,log_utilities,1,16,10000,0.047937198,2.588449845256445e-31
1,4,EigenCovarSampler,log_utilities,2,16,10000,0.054054324,1.035379938102578e-30
1,4,EigenCovarSampler,log_utilities,3,16,10000,0.06897858,0.0
1,4,EigenCovarSampler,log_utilities,6,16,10000,0.071427476,1.035379938102578e-30
1,4,EigenCovarSampler,log_utilities,8,16,10000,0.056829991,6.384842951632564e-30
1,4,EigenCovarSampler,log_utilities,3,64,10048,0.039909599,1.2145499712009003e-27
1,4,EigenCovarSampler,log_utilities,6,64,10048,0.02777396,5.9898368935127e-5
1,4,EigenCovarSampler,log_utilities,13,64,10048,0.0442017,0.015556089994105668
1,4,EigenCovarSampler,log_utilities,26,64,10048,0.030404395,0.3152094410465184
1,4,EigenCovarSampler,log_utilities,32,64,10048,0.036122185,0.689787922275619
1,4,CholeskyCovarSampler,log_utilities,1,8,10000,0.059156139,0.0
1,4,CholeskyCovarSampler,log_utilities,1,8,10000,0.061180977,3.7014286104300167
1,4,CholeskyCovarSampler,log_utilities,2,8,10000,0.051407288,2.588449845256445e-31
1,4,CholeskyCovarSampler,log_utilities,3,8,10000,0.06512909,1.4051584874249273e-30
1,4,CholeskyCovarSampler,log_utilities,4,8,10000,0.058969322,6.509335063237755e-29
1,4,CholeskyCovarSampler,log_utilities,1,7,10003,0.073851409,2.588449845256445e-31
1,4,CholeskyCovarSampler,log_utilities,1,7,10003,0.063640553,2.3296048607308005e-30
1,4,CholeskyCovarSampler,log_utilities,1,7,10003,0.074228183,0.0
1,4,CholeskyCovarSampler,log_utilities,3,7,10003,0.07904522,5.17689969051289e-30
1,4,CholeskyCovarSampler,log_utilities,4,7,10003,0.08060151,0.0
1,4,CholeskyCovarSampler,log_utilities,1,16,10000,0.045133996,0.0
1,4,CholeskyCovarSampler,log_utilities,2,16,10000,0.048099977,0.0
1,4,CholeskyCovarSampler,log_utilities,3,16,10000,0.041773538,1.035379938102578e-30
1,4,CholeskyCovarSampler,log_utilities,6,16,10000,0.044306637,7.420222889735142e-30
1,4,CholeskyCovarSampler,log_utilities,8,16,10000,0.050542207,1.2942249226282225e-30
1,4,CholeskyCovarSampler,log_utilities,3,64,10048,0.03677849,0.0017579829941083399
1,4,CholeskyCovarSampler,log_utilities,6,64,10048,0.022101807,5.696263042197862e-21
1,4,CholeskyCovarSampler,log_utilities,13,64,10048,0.046894399,0.08440519242487088
1,4,CholeskyCovarSampler,log_utilities,26,64,10048,0.038328728,0.32680277062303187
1,4,CholeskyCovarSampler,log_utilities,32,64,10048,0.044940391,0.6285752246816028
1,4,EigenCovarSampler,linear_utilities,1,8,100000,0.923391234,0.0
1,4,EigenCovarSampler,linear_utilities,1,8,100000,0.931269406,0.0
1,4,EigenCovarSampler,linear_utilities,2,8,100000,0.907749956,7.198355760141733e-30
1,4,EigenCovarSampler,linear_utilities,3,8,100000,0.904915877,3.7014286104300176
1,4,EigenCovarSampler,linear_utilities,4,8,100000,1.078311382,0.5730022598477418
1,4,EigenCovarSampler,linear_utilities,1,7,100002,1.19118118,0.0
1,4,EigenCovarSampler,linear_utilities,1,7,100002,1.21333464,5.620633949699709e-30
1,4,EigenCovarSampler,linear_utilities,1,7,100002,1.155291835,4.141519752410312e-30
1,4,EigenCovarSampler,linear_utilities,3,7,100002,1.039402102,1.4248800100554526e-29
1,4,EigenCovarSampler,linear_utilities,4,7,100002,1.018761478,3.5571473653690124
1,4,EigenCovarSampler,linear_utilities,1,16,100000,0.587618505,1.035379938102578e-30
1,4,EigenCovarSampler,linear_utilities,2,16,100000,0.567071877,0.0
1,4,EigenCovarSampler,linear_utilities,3,16,100000,0.585328095,0.0
1,4,EigenCovarSampler,linear_utilities,6,16,100000,0.54531246,0.0
1,4,EigenCovarSampler,linear_utilities,8,16,100000,0.640391389,0.1020693170920189
1,4,EigenCovarSampler,linear_utilities,3,64,100032,0.34176043,0.0
1,4,EigenCovarSampler,linear_utilities,6,64,100032,0.368503878,0.0
1,4,EigenCovarSampler,linear_utilities,13,64,100032,0.305713564,0.0
1,4,EigenCovarSampler,linear_utilities,26,64,100032,0.350500811,0.17409939049542436
1,4,EigenCovarSampler,linear_utilities,32,64,100032,0.382882456,1.0739249772959405
1,4,CholeskyCovarSampler,linear_utilities,1,8,100000,0.816589927,0.0
1,4,CholeskyCovarSampler,linear_utilities,1,8,100000,0.756433392,0.0
1,4,CholeskyCovarSampler,linear_utilities,2,8,100000,0.58752842,2.588449845256445e-31
1,4,CholeskyCovarSampler,linear_utilities,3,8,100000,0.705041451,0.0
1,4,CholeskyCovarSampler,linear_utilities,4,8,100000,0.831844175,0.026515901646769566
1,4,CholeskyCovarSampler,linear_utilities,1,7,100002,1.14666552,3.701428610430017
1,4,CholeskyCovarSampler,linear_utilities,1,7,100002,1.119842566,0.0
1,4,CholeskyCovarSampler,linear_utilities,1,7,100002,1.114628903,0.0
1,4,CholeskyCovarSampler,linear_utilities,3,7,100002,0.922217348,9.910065121838961e-30
1,4,CholeskyCovarSampler,linear_utilities,4,7,100002,0.88304854,0.1116829849650607
1,4,CholeskyCovarSampler,linear_utilities,1,16,100000,0.579090761,3.7014286104300167
1,4,CholeskyCovarSampler,linear_utilities,2,16,100000,0.459962053,0.0
1,4,CholeskyCovarSampler,linear_utilities,3,16,100000,0.446417651,0.0
1,4,CholeskyCovarSampler,linear_utilities,6,16,100000,0.428737925,0.0
1,4,CholeskyCovarSampler,linear_utilities,8,16,100000,0.474260872,0.08406231349391732
1,4,CholeskyCovarSampler,linear_utilities,3,64,100032,0.352015397,0.0
1,4,CholeskyCovarSampler,linear_utilities,6,64,100032,0.316369346,0.0
1,4,CholeskyCovarSampler,linear_utilities,13,64,100032,0.350526552,0.0
1,4,CholeskyCovarSampler,linear_utilities,26,64,100032,0.318863151,0.2112583987334119
1,4,CholeskyCovarSampler,linear_utilities,32,64,100032,0.320636232,1.4190692793560498
1,4,EigenCovarSampler,log_utilities,1,8,100000,0.948462025,0.0
1,4,EigenCovarSampler,log_utilities,1,8,100000,0.965230785,1.3065508742723008e-30
1,4,EigenCovarSampler,log_utilities,2,8,100000,0.853065489,2.588449845256445e-31
1,4,EigenCovarSampler,log_utilities,3,8,100000,0.895937189,1.3065508742723008e-30
1,4,EigenCovarSampler,log_utilities,4,8,100000,0.862933337,4.44966854351227e-30
1,4,EigenCovarSampler,log_utilities,1,7,100002,1.075205017,1.035379938102578e-30
1,4,EigenCovarSampler,log_utilities,1,7,100002,1.060690594,0.0
1,4,EigenCovarSampler,log_utilities,1,7,100002,1.160711894,2.588449845256445e-31
1,4,EigenCovarSampler,log_utilities,3,7,100002,1.12916516,0.0
1,4,EigenCovarSampler,log_utilities,4,7,100002,1.147781219,5.17689969051289e-30
1,4,EigenCovarSampler,log_utilities,1,16,100000,0.766301382,0.0
1,4,EigenCovarSampler,log_utilities,2,16,100000,0.698952252,0.0
1,4,EigenCovarSampler,log_utilities,3,16,100000,0.512157676,0.0
1,4,EigenCovarSampler,log_utilities,6,16,100000,0.544662402,0.0
1,4,EigenCovarSampler,log_utilities,8,16,100000,0.655758267,0.0
1,4,EigenCovarSampler,log_utilities,3,64,100032,0.412591741,0.0
1,4,EigenCovarSampler,log_utilities,6,64,100032,0.415437009,1.035379938102578e-30
1,4,EigenCovarSampler,log_utilities,13,64,100032,0.348472594,0.0
1,4,EigenCovarSampler,log_utilities,26,64,100032,0.381593922,0.0
1,4,EigenCovarSampler,log_utilities,32,64,100032,0.316694287,2.5021681837478968e-30
1,4,CholeskyCovarSampler,log_utilities,1,8,100000,0.836324505,0.0
1,4,CholeskyCovarSampler,log_utilities,1,8,100000,0.926677812,0.0
1,4,CholeskyCovarSampler,log_utilities,2,8,100000,0.659493142,1.035379938102578e-30
1,4,CholeskyCovarSampler,log_utilities,3,8,100000,0.619745134,0.0
1,4,CholeskyCovarSampler,log_utilities,4,8,100000,0.545474414,0.0
1,4,CholeskyCovarSampler,log_utilities,1,7,100002,1.107968513,1.035379938102578e-30
1,4,CholeskyCovarSampler,log_utilities,1,7,100002,0.978348062,0.0
1,4,CholeskyCovarSampler,log_utilities,1,7,100002,1.124384655,1.035379938102578e-30
1,4,CholeskyCovarSampler,log_utilities,3,7,100002,0.921415418,0.0
1,4,CholeskyCovarSampler,log_utilities,4,7,100002,0.815404728,4.930380657631324e-30
1,4,CholeskyCovarSampler,log_utilities,1,16,100000,0.503498718,3.7014286104300167
1,4,CholeskyCovarSampler,log_utilities,2,16,100000,0.435383686,4.141519752410312e-30
1,4,CholeskyCovarSampler,log_utilities,3,16,100000,0.439027717,0.0
1,4,CholeskyCovarSampler,log_utilities,6,16,100000,0.508018137,2.588449845256445e-31
1,4,CholeskyCovarSampler,log_utilities,8,16,100000,0.508864381,0.0
1,4,CholeskyCovarSampler,log_utilities,3,64,100032,0.412270552,1.035379938102578e-30
1,4,CholeskyCovarSampler,log_utilities,6,64,100032,0.384368203,1.035379938102578e-30
1,4,CholeskyCovarSampler,log_utilities,13,64,100032,0.303792139,0.0
1,4,CholeskyCovarSampler,log_utilities,26,64,100032,0.28409914,0.0
1,4,CholeskyCovarSampler,log_utilities,32,64,100032,0.301748148,1.3065508742723008e-30
1,4,EigenCovarSampler,linear_utilities,1,8,1000000,11.010721216,0.0
1,4,EigenCovarSampler,linear_utilities,1,8,1000000,10.585994604,2.588449845256445e-31
1,4,EigenCovarSampler,linear_utilities,2,8,1000000,8.837871214,0.0
1,4,EigenCovarSampler,linear_utilities,3,8,1000000,8.641018387,3.046975246416158e-29
1,4,EigenCovarSampler,linear_utilities,4,8,1000000,16.78630654,2.588449845256445e-31
1,4,EigenCovarSampler,linear_utilities,1,7,1000006,10.964509426,0.0
1,4,EigenCovarSampler,linear_utilities,1,7,1000006,12.274552296,2.588449845256445e-31
1,4,EigenCovarSampler,linear_utilities,1,7,1000006,11.928222172,0.0
1,4,EigenCovarSampler,linear_utilities,3,7,1000006,9.57372836,1.6566079009641248e-29
1,4,EigenCovarSampler,linear_utilities,4,7,1000006,10.055489075,1.4918478685621333
1,4,EigenCovarSampler,linear_utilities,1,16,1000000,6.900984048,0.0
1,4,EigenCovarSampler,linear_utilities,2,16,1000000,5.949557585,0.0
1,4,EigenCovarSampler,linear_utilities,3,16,1000000,9.728607811,2.588449845256445e-31
1,4,EigenCovarSampler,linear_utilities,6,16,1000000,9.861185372,0.0
1,4,EigenCovarSampler,linear_utilities,8,16,1000000,6.158496004,0.046290175198425765
1,4,EigenCovarSampler,linear_utilities,3,64,1000000,4.327754019,1.035379938102578e-30
1,4,EigenCovarSampler,linear_utilities,6,64,1000000,3.986452341,0.0
1,4,EigenCovarSampler,linear_utilities,13,64,1000000,3.39669681,0.0
1,4,EigenCovarSampler,linear_utilities,26,64,1000000,3.519263438,3.833370961308354e-30
1,4,EigenCovarSampler,linear_utilities,32,64,1000000,3.483263907,0.13511811661840664
1,4,CholeskyCovarSampler,linear_utilities,1,8,1000000,10.074805512,0.0
1,4,CholeskyCovarSampler,linear_utilities,1,8,1000000,10.07129879,0.0
1,4,CholeskyCovarSampler,linear_utilities,2,8,1000000,13.584751745,3.701428610430018
1,4,CholeskyCovarSampler,linear_utilities,3,8,1000000,13.653710807,2.588449845256445e-31
1,4,CholeskyCovarSampler,linear_utilities,4,8,1000000,13.017077899,1.8057931250402733e-20
1,4,CholeskyCovarSampler,linear_utilities,1,7,1000006,10.03344695,0.0
1,4,CholeskyCovarSampler,linear_utilities,1,7,1000006,10.183020198,3.7014286104300167
1,4,CholeskyCovarSampler,linear_utilities,1,7,1000006,10.069765224,5.226203497089203e-30
1,4,CholeskyCovarSampler,linear_utilities,3,7,1000006,14.539066808,4.141519752410312e-30
1,4,CholeskyCovarSampler,linear_utilities,4,7,1000006,15.084850072,3.9943287173016935
1,4,CholeskyCovarSampler,linear_utilities,1,16,1000000,5.744237553,0.0
1,4,CholeskyCovarSampler,linear_utilities,2,16,1000000,7.017154197,0.0
1,4,CholeskyCovarSampler,linear_utilities,3,16,1000000,7.460404691,1.035379938102578e-30
1,4,CholeskyCovarSampler,linear_utilities,6,16,1000000,7.399644184,0.0
1,4,CholeskyCovarSampler,linear_utilities,8,16,1000000,8.024525804,5.865822650102336e-16
1,4,CholeskyCovarSampler,linear_utilities,3,64,1000000,3.353729092,0.0
1,4,CholeskyCovarSampler,linear_utilities,6,64,1000000,3.566642406,0.0
1,4,CholeskyCovarSampler,linear_utilities,13,64,1000000,3.738643963,0.0
1,4,CholeskyCovarSampler,linear_utilities,26,64,1000000,3.675675685,1.3065508742723008e-30
1,4,CholeskyCovarSampler,linear_utilities,32,64,1000000,3.76718342,0.004887209863427932
1,4,EigenCovarSampler,log_utilities,1,8,1000000,10.188817015,0.0
1,4,EigenCovarSampler,log_utilities,1,8,1000000,10.1073716,0.0
1,4,EigenCovarSampler,log_utilities,2,8,1000000,8.294049603,0.0
1,4,EigenCovarSampler,log_utilities,3,8,1000000,8.211680166,5.073361696702632e-29
1,4,EigenCovarSampler,log_utilities,4,8,1000000,7.495150912,5.053640174072107e-30
1,4,EigenCovarSampler,log_utilities,1,7,1000006,10.696888877,2.588449845256445e-31
1,4,EigenCovarSampler,log_utilities,1,7,1000006,10.798705898,0.0
1,4,EigenCovarSampler,log_utilities,1,7,1000006,11.302386563,2.588449845256445e-31
1,4,EigenCovarSampler,log_utilities,3,7,1000006,8.393500724,0.0
1,4,EigenCovarSampler,log_utilities,4,7,1000006,8.712127707,5.613238378713262e-29
1,4,EigenCovarSampler,log_utilities,1,16,1000000,5.794989786,0.0
1,4,EigenCovarSampler,log_utilities,2,16,1000000,5.373714329,3.734763348155728e-30
1,4,EigenCovarSampler,log_utilities,3,16,1000000,5.272884231,7.407896938091064e-30
1,4,EigenCovarSampler,log_utilities,6,16,1000000,9.572752447,0.0
1,4,EigenCovarSampler,log_utilities,8,16,1000000,5.7410932,6.175301773683233e-30
1,4,EigenCovarSampler,log_utilities,3,64,1000000,3.29579256,1.035379938102578e-30
1,4,EigenCovarSampler,log_utilities,6,64,1000000,4.228597304,0.0
1,4,EigenCovarSampler,log_utilities,13,64,1000000,4.097366522,0.0
1,4,EigenCovarSampler,log_utilities,26,64,1000000,3.731151168,0.0
1,4,EigenCovarSampler,log_utilities,32,64,1000000,3.407863242,1.3065508742723008e-30
1,4,CholeskyCovarSampler,log_utilities,1,8,1000000,9.744503906,0.0
1,4,CholeskyCovarSampler,log_utilities,1,8,1000000,9.31529595,2.588449845256445e-31
1,4,CholeskyCovarSampler,log_utilities,2,8,1000000,12.33490706,3.701428610430018
1,4,CholeskyCovarSampler,log_utilities,3,8,1000000,13.083377076,3.7014286104300176
1,4,CholeskyCovarSampler,log_utilities,4,8,1000000,12.776719578,0.0
1,4,CholeskyCovarSampler,log_utilities,1,7,1000006,10.691677785,0.0
1,4,CholeskyCovarSampler,log_utilities,1,7,1000006,10.655748154,3.7014286104300167
1,4,CholeskyCovarSampler,log_utilities,1,7,1000006,10.870438128,1.035379938102578e-30
1,4,CholeskyCovarSampler,log_utilities,3,7,1000006,14.276321805,0.0
1,4,CholeskyCovarSampler,log_utilities,4,7,1000006,14.096646613,9.910065121838961e-30
1,4,CholeskyCovarSampler,log_utilities,1,16,1000000,5.604436434,0.0
1,4,CholeskyCovarSampler,log_utilities,2,16,1000000,7.122724061,0.0
1,4,CholeskyCovarSampler,log_utilities,3,16,1000000,7.119157429,0.0
1,4,CholeskyCovarSampler,log_utilities,6,16,1000000,7.677222916,0.0
1,4,CholeskyCovarSampler,log_utilities,8,16,1000000,8.372990748,2.588449845256445e-31
1,4,CholeskyCovarSampler,log_utilities,3,64,1000000,3.284754257,0.0
1,4,CholeskyCovarSampler,log_utilities,6,64,1000000,3.531567925,0.0
1,4,CholeskyCovarSampler,log_utilities,13,64,1000000,3.48773377,0.0
1,4,CholeskyCovarSampler,log_utilities,26,64,1000000,3.762038916,1.2942249226282225e-30
1,4,CholeskyCovarSampler,log_utilities,32,64,1000000,3.86257416,0.0
1,8,EigenCovarSampler,linear_utilities,1,8,1000,0.012460838,6.105204010933733
1,8,EigenCovarSampler,linear_utilities,1,8,1000,0.011403404,3.8740319820847127
1,8,EigenCovarSampler,linear_utilities,2,8,1000,0.011354992,7.505808763160443
1,8,EigenCovarSampler,linear_utilities,3,8,1000,0.011724347,75.08286202197932
1,8,EigenCovarSampler,linear_utilities,4,8,1000,0.029353962,5.645151506492968
1,8,EigenCovarSampler,linear_utilities,1,10,1000,0.01026843,2.590210164160875
1,8,EigenCovarSampler,linear_utilities,1,10,1000,0.010313739,6.5493986328979465
1,8,EigenCovarSampler,linear_utilities,2,10,1000,0.010249036,4.843328853173066
1,8,EigenCovarSampler,linear_utilities,4,10,1000,0.010206564,7.580090578649433
1,8,EigenCovarSampler,linear_utilities,5,10,1000,0.010794637,6.924854235119896
1,8,EigenCovarSampler,linear_utilities,2,32,1024,0.00596233,2.6615152620340123
1,8,EigenCovarSampler,linear_utilities,3,32,1024,0.018460648,3.711484962716511
1,8,EigenCovarSampler,linear_utilities,6,32,1024,0.00559866,6.8194503611547805
1,8,EigenCovarSampler,linear_utilities,13,32,1024,0.00560955,7.278362986591647
1,8,EigenCovarSampler,linear_utilities,16,32,1024,0.005425891,7.530796764776487
